CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
28,9,2016,4,10,2016,H1B,UBERTAL INC,CA,UNITED STATES OF AMERICA,ENGINEERS,5415,1,Y,80184,Year,OES,2016,OFLC ONLINE DATA CENTER,80184,0,Year,N,N,CA,94105,CERTIFIED
28,9,2016,4,10,2016,H1B,U BLOX SAN DIEGO INC,CA,UNITED STATES OF AMERICA,ENGINEERS,334220,1,Y,117499,Year,OES,2016,OFLC ONLINE DATA CENTER,118290,0,Year,N,N,CA,92130,CERTIFIED
28,9,2016,4,10,2016,H1B,UCARE MINNESOTA,MN,UNITED STATES OF AMERICA,ENGINEERS,524114,1,Y,108264,Year,OES,2016,OFLC ONLINE DATA CENTER,108264,110000,Year,N,N,MN,55413,CERTIFIED
28,9,2016,4,10,2016,H1B,UCHICAGO ARGONNE LLC,IL,UNITED STATES OF AMERICA,ENGINEERS,541710,5,Y,73174,Year,OES,2016,OFLC ONLINE DATA CENTER,95000,0,Year,N,N,IL,60439,CERTIFIED
28,9,2016,4,10,2016,H1B,UNICOM GOVERNMENT INC,VA,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,90646,Year,OES,2016,OFLC ONLINE DATA CENTER,106000,0,Year,N,N,VA,20151,CERTIFIED
28,9,2016,4,10,2016,H1B,UNICOM GOVERNMENT INC,VA,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,90646,Year,OES,2016,OFLC ONLINE DATA CENTER,106000,0,Year,N,N,VA,20151,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIFY SOLUTIONS INC,MD,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,83304,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,DC,20590,CERTIFIED
28,9,2016,4,10,2016,H1B,UNITED HEALTHCARE SERVICES INC,MN,UNITED STATES OF AMERICA,ENGINEERS,524114,1,Y,92914,Year,Other,2016,OFLC ONLINE DATA CENTER,93954,124500,Year,N,N,MD,21045,CERTIFIED
28,9,2016,4,10,2016,H1B,UNITED SHORE FINANCIAL SERVICES LLC,MI,UNITED STATES OF AMERICA,ENGINEERS,522292,1,Y,70304,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,N,N,MI,48083,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF CALIFORNIA DAVIS,CA,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,43692,Year,CBA,2016,NONE,45444,0,Year,N,N,CA,95616,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,51720,Year,CBA,2016,NONE,51720,0,Year,N,N,CA,90095,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,43160,Year,OES,2016,OFLC ONLINE DATA CENTER,51300,0,Year,N,N,CA,90095,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF DAYTON,OH,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,51800,Year,OES,2016,OFLC ONLINE DATA CENTER,76500,0,Year,N,N,OH,45469,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF FLORIDA,FL,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,53310,Year,OES,2016,NONE,53310,0,Year,N,N,FL,32610,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF MARYLAND,MD,UNITED STATES OF AMERICA,ENGINEERS,61131,1,Y,80309,Year,OES,2016,OFLC ONLINE DATA CENTER,86937.5,0,Year,N,N,MD,20742,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF MARYLAND BALTIMORE,MD,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,49720,Year,Other,2016,OFLC ONLINE DATA CENTER,110000,0,Year,N,N,MD,21201,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF MARYLAND BALTIMORE,MD,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,36275,Year,Other,2016,OFLC ONLINE DATA CENTER,42000,0,Year,N,N,MD,21201,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,MA,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,43014,Year,Other,2016,OFLC ONLINE DATA CENTER,43014,0,Year,N,N,MA,1655,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF MICHIGAN,MI,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,57325,Year,Other,2016,CUPA SALARIES IN HIGHER ED,57325,0,Year,N,N,MI,48104,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF MINNESOTA,MN,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,76960,Year,OES,2016,OFLC ONLINE DATA CENTER,92000,0,Year,N,N,MN,55455,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF NEVADA RENO,NV,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,124840,Year,OES,2016,OFLC ONLINE DATA CENTER,166000,0,Year,N,N,NV,89106,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF NEW MEXICO,NM,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,41725,Year,Other,2016,OFLC ONLINE DATA CENTER,75750,0,Year,N,N,NM,87131,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,NC,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,75080,Year,OES,2016,OFLC ONLINE DATA CENTER,137700,0,Year,N,N,NC,28223,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF NORTH DAKOTA,ND,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,41725,Year,OES,2016,OFLC ONLINE DATA CENTER,61110,0,Year,N,N,ND,58201,CERTIFIED
28,9,2016,4,10,2016,H1B,UNIVERSITY OF SOUTH FLORIDA,FL,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,67226,Year,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,FL,33612,CERTIFIED
28,9,2016,4,10,2016,E3 Australian,UNIVERSITY OF VIRGINIA,VA,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,44720,Year,OES,2016,OFLC ONLINE DATA CENTER,50000,0,Year,,,VA,22904,CERTIFIED
28,9,2016,4,10,2016,H1B,US IT SOLUTIONS INC,CA,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,73091,Year,Other,2016,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,CA,94043,CERTIFIED
28,9,2016,4,10,2016,H1B,UST GLOBAL INC,CA,UNITED STATES OF AMERICA,ENGINEERS,541510,1,Y,44720,Year,OES,2016,OFLC ONLINE DATA CENTER,73340,0,Year,Y,N,AR,72712,CERTIFIED
28,9,2016,4,10,2016,H1B,UST GLOBAL INC,CA,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,63669,Year,OES,2016,OFLC ONLINE DATA CENTER,74300,0,Year,Y,N,NC,28273,CERTIFIED
28,9,2016,4,10,2016,H1B,U TEGRATION INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,85862,Year,OES,2016,OFLC ONLINE DATA CENTER,85862,102253,Year,N,N,TX,77042,CERTIFIED
28,9,2016,4,10,2016,H1B,VALIDATION TECHNOLOGY SERVICES INC,NJ,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,80184,Year,OES,2016,OFLC ONLINE DATA CENTER,80500,0,Year,N,N,CA,91320,CERTIFIED
28,9,2016,4,10,2016,H1B,VALIDATION TECHNOLOGY SERVICES INC,NJ,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,67912,Year,OES,2016,OFLC ONLINE DATA CENTER,68000,0,Year,N,N,IL,60015,CERTIFIED
28,9,2016,4,10,2016,E3 Australian,VALVE CORPORATION,WA,UNITED STATES OF AMERICA,ENGINEERS,51121,1,Y,99050,Year,OES,2016,OFLC ONLINE DATA CENTER,99050,200000,Year,,,WA,98004,CERTIFIED
28,9,2016,4,10,2016,H1B,VANDERBILT UNIVERSITY,TN,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,101795,Year,OES,2016,OFLC ONLINE DATA CENTER,115873.68,0,Year,N,N,TN,37212,CERTIFIED
28,9,2016,4,10,2016,H1B,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,UNITED STATES OF AMERICA,ENGINEERS,622110,1,Y,45027,Year,OES,2016,OFLC ONLINE DATA CENTER,63000,0,Year,N,N,TN,37232,CERTIFIED
28,9,2016,4,10,2016,H1B,VASTIKA INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541512,1,Y,85426,Year,OES,2016,OFLC ONLINE DATA CENTER,85426,0,Year,Y,N,WA,98006,CERTIFIED
28,9,2016,4,10,2016,H1B,VECTORWORKS INC,MD,UNITED STATES OF AMERICA,ENGINEERS,5414,1,Y,108264,Year,OES,2016,OFLC ONLINE DATA CENTER,110000,0,Year,N,N,MD,21046,CERTIFIED
28,9,2016,4,10,2016,H1B,VEDICSOFT SOLUTIONS LLC,NJ,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,68515,Year,Other,2016,OFLC ONLINE DATA CENTER,70221,0,Year,Y,N,PA,19004,CERTIFIED
28,9,2016,4,10,2016,E3 Australian,VEEVA SYSTEMS INC,CA,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,102003,Year,OES,2016,OFLC ONLINE DATA CENTER,102003,154500,Year,,,CA,94588,CERTIFIED
28,9,2016,4,10,2016,H1B,VERITY SERVICES LLC,TX,UNITED STATES OF AMERICA,ENGINEERS,5415,1,Y,27.37,Hour,OES,2016,OFLC ONLINE DATA CENTER,50.71,0,Hour,N,N,OK,74003,CERTIFIED
28,9,2016,4,10,2016,H1B,VERIZON DATA SERVICES LLC,TX,UNITED STATES OF AMERICA,ENGINEERS,51791,1,Y,92500,Year,Other,2016,WILLIS TOWERS WATSON SURVEY,98700,0,Year,N,N,TX,75038,CERTIFIED
28,9,2016,4,10,2016,H1B,VERIZON DATA SERVICES LLC,TX,UNITED STATES OF AMERICA,ENGINEERS,51791,1,Y,90813,Year,OES,2016,OFLC ONLINE DATA CENTER,112333,0,Year,N,N,NY,10962,CERTIFIED
28,9,2016,4,10,2016,H1B,VERIZON DATA SERVICES LLC,TX,UNITED STATES OF AMERICA,ENGINEERS,51791,1,Y,111363,Year,OES,2016,OFLC ONLINE DATA CENTER,117347,0,Year,N,N,TX,75038,CERTIFIED
28,9,2016,4,10,2016,H1B,VERIZON SERVICES CORP,TX,UNITED STATES OF AMERICA,ENGINEERS,51791,1,Y,121950,Year,OES,2016,OFLC ONLINE DATA CENTER,135000,0,Year,N,N,NJ,7920,CERTIFIED
28,9,2016,4,10,2016,H1B,VERVEBA TELECOM LLC,TX,UNITED STATES OF AMERICA,ENGINEERS,517212,1,Y,67912,Year,OES,2016,OFLC ONLINE DATA CENTER,67912.08,0,Year,Y,N,TX,75080,CERTIFIED
28,9,2016,4,10,2016,H1B,VIGILANT TECHNOLOGIES LLC,MI,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,76003,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,Y,N,WI,54301,CERTIFIED
28,9,2016,4,10,2016,H1B,VIGNA INC,GA,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,104333,Year,Other,2016,OFLC ONLINE DATA CENTER,110000,0,Year,Y,N,CO,80121,CERTIFIED
28,9,2016,4,10,2016,H1B,VIRTUOSO TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,65083,Year,OES,2016,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,NJ,7039,CERTIFIED
28,9,2016,4,10,2016,H1B,VISAM TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,70013,Year,Other,2016,OFLC ONLINE DATA CENTER,70013,0,Year,Y,N,MD,20815,CERTIFIED
28,9,2016,4,10,2016,H1B,VISAM TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,64064,Year,Other,2016,OFLC ONLINE DATA CENTER,64064,0,Year,Y,N,CO,80526,CERTIFIED
28,9,2016,4,10,2016,E3 Australian,VISBY CAMERA CORPORATION,CA,UNITED STATES OF AMERICA,ENGINEERS,334310,1,Y,73944,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,150000,Year,,,CA,94930,CERTIFIED
28,9,2016,4,10,2016,H1B,VISUAL IT SERVICES INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,87173,Year,OES,2016,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,TX,75039,CERTIFIED
28,9,2016,4,10,2016,H1B,VOLANTSOFT INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,46301,Year,OES,2016,OFLC ONLINE DATA CENTER,46301,0,Year,Y,N,TX,75202,CERTIFIED
28,9,2016,4,10,2016,H1B,V SOFT CONSULTING GROUP INC,KY,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,68557,Year,Other,2016,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,MN,55415,CERTIFIED
28,9,2016,4,10,2016,H1B,W W GRAINGER INC,IL,UNITED STATES OF AMERICA,ENGINEERS,811310,1,Y,66019,Year,Other,2016,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,IL,60035,CERTIFIED
28,9,2016,4,10,2016,H1B,WALT DISNEY IMAGINEERING RESEARCH AND DEVELOPMENT INC,CA,UNITED STATES OF AMERICA,ENGINEERS,54171,1,Y,78083,Year,OES,2016,OFLC ONLINE DATA CENTER,134472,0,Year,N,N,CA,91201,CERTIFIED
28,9,2016,4,10,2016,H1B,WALT DISNEY PICTURES,CA,UNITED STATES OF AMERICA,ENGINEERS,51211,1,Y,61610,Year,OES,2016,OFLC ONLINE DATA CENTER,94832.39,0,Year,N,N,CA,91201,CERTIFIED
28,9,2016,4,10,2016,H1B,WASHINGTON UNIVERSITY IN ST LOUIS,MO,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,41434,Year,OES,2016,OFLC ONLINE DATA CENTER,48000,0,Year,N,N,MO,63130,CERTIFIED
28,9,2016,4,10,2016,H1B,WAVE6 LLC,IL,UNITED STATES OF AMERICA,ENGINEERS,541519,1,Y,128107,Year,OES,2016,OFLC ONLINE DATA CENTER,185000,0,Year,N,N,CA,94506,CERTIFIED
28,9,2016,4,10,2016,H1B,WAYNE STATE UNIVERSITY,MI,UNITED STATES OF AMERICA,ENGINEERS,611310,1,Y,47911,Year,CBA,2014,COLLECTIVE BARGAINING AGREEMENT,80000,0,Year,N,N,MI,48201,CERTIFIED
28,9,2016,4,10,2016,H1B,WELLS FARGO BANK N A,AZ,UNITED STATES OF AMERICA,ENGINEERS,52399,1,Y,93850,Year,OES,2016,OFLC ONLINE DATA CENTER,113113.46,0,Year,N,N,NC,28262,CERTIFIED
28,9,2016,4,10,2016,H1B,WELLS FARGO BANK N A,AZ,UNITED STATES OF AMERICA,ENGINEERS,52399,1,Y,74568,Year,OES,2016,OFLC ONLINE DATA CENTER,105000,0,Year,N,N,TX,77002,CERTIFIED
28,9,2016,4,10,2016,H1B,WEST MICHIGAN CANCER CENTER,MI,UNITED STATES OF AMERICA,ENGINEERS,621498,1,Y,89024,Year,OES,2016,OFLC ONLINE DATA CENTER,170000,0,Year,N,N,MI,49007,CERTIFIED
28,9,2016,4,10,2016,H1B,WESTERN ALLIANCE BANK,AZ,UNITED STATES OF AMERICA,ENGINEERS,522110,1,Y,108514,Year,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,AZ,85004,CERTIFIED
28,9,2016,4,10,2016,H1B,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,MA,UNITED STATES OF AMERICA,ENGINEERS,5417,1,Y,49837,Year,Other,2016,OFLC ONLINE DATA CENTER,53327,0,Year,N,N,MA,2142,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,72051,Year,OES,2016,OFLC ONLINE DATA CENTER,72051,0,Year,Y,N,CT,6095,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,ENGINEERS,541511,1,Y,62150,Year,OES,2016,OFLC ONLINE DATA CENTER,62150,0,Year,Y,N,DE,19801,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,EDUCATION,541511,3,Y,89981,Year,OES,2016,OFLC ONLINE DATA CENTER,89981,0,Year,Y,N,PA,19132,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,AGRICULTURE,541511,1,Y,75462,Year,OES,2016,OFLC ONLINE DATA CENTER,75462,0,Year,Y,N,PA,19087,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FASHION DESIGNERS,541511,1,Y,63794,Year,OES,2016,OFLC ONLINE DATA CENTER,63794,0,Year,Y,N,FL,33610,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,60216,Year,OES,2016,OFLC ONLINE DATA CENTER,60216,0,Year,Y,N,WI,53132,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,3,Y,73424,Year,OES,2016,OFLC ONLINE DATA CENTER,73424,0,Year,Y,N,MN,55423,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,66768,Year,OES,2016,OFLC ONLINE DATA CENTER,66768,0,Year,Y,N,WI,53132,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,65666,Year,OES,2016,OFLC ONLINE DATA CENTER,65666,0,Year,Y,N,WA,98006,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,79498,Year,OES,2016,OFLC ONLINE DATA CENTER,79498,0,Year,Y,N,TX,75063,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,69493,Year,OES,2016,OFLC ONLINE DATA CENTER,69493,0,Year,Y,N,OH,43017,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,64522,Year,OES,2016,OFLC ONLINE DATA CENTER,64522,0,Year,Y,N,MN,55101,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,64522,Year,OES,2016,OFLC ONLINE DATA CENTER,64522,0,Year,Y,N,MN,55423,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,124093,Year,OES,2016,OFLC ONLINE DATA CENTER,124093,0,Year,Y,N,CA,94043,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,65104,Year,OES,2016,OFLC ONLINE DATA CENTER,65104,0,Year,Y,N,TN,37086,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,78707,Year,OES,2016,OFLC ONLINE DATA CENTER,78707,0,Year,Y,N,MN,55479,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,60000,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,NH,3431,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,72987,Year,OES,2016,OFLC ONLINE DATA CENTER,72987,0,Year,Y,N,CA,92127,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,3,Y,71802,Year,OES,2016,OFLC ONLINE DATA CENTER,71802,0,Year,Y,N,OR,97230,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,3,Y,63211,Year,OES,2016,OFLC ONLINE DATA CENTER,63211,0,Year,Y,N,OK,73127,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,69763,Year,OES,2016,OFLC ONLINE DATA CENTER,69763,0,Year,Y,N,MO,63368,CERTIFIED
28,9,2016,4,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,72259,Year,OES,2016,OFLC ONLINE DATA CENTER,72259,0,Year,Y,N,FL,34134,CERTIFIED
28,9,2016,4,10,2016,H1B,WOOT SERVICES LLC,WA,UNITED STATES OF AMERICA,FINANCE,454111,1,Y,78520,Year,OES,2016,OFLC ONLINE DATA CENTER,122000,0,Year,N,N,WA,98109,CERTIFIED
28,9,2016,4,10,2016,H1B,WUXI APPTEC SALES LLC,NJ,UNITED STATES OF AMERICA,FINANCE,5417,1,Y,50294,Year,OES,2016,OFLC ONLINE DATA CENTER,50294,60000,Year,N,N,NJ,8536,CERTIFIED
28,9,2016,4,10,2016,H1B,XAXIS INC,NY,UNITED STATES OF AMERICA,FINANCE,541810,1,Y,110718,Year,OES,2016,OFLC ONLINE DATA CENTER,140000,0,Year,N,N,NY,10001,CERTIFIED
28,9,2016,4,10,2016,H1B,XEROX STATE and LOCAL SOLUTIONS INC,TX,UNITED STATES OF AMERICA,FINANCE,541512,1,Y,77085,Year,OES,2016,OFLC ONLINE DATA CENTER,109999.97,0,Year,N,N,CA,94587,CERTIFIED
28,9,2016,4,10,2016,H1B,XEROX STATE HEALTHCARE LLC,TX,UNITED STATES OF AMERICA,FINANCE,541512,1,Y,68266,Year,OES,2016,OFLC ONLINE DATA CENTER,90000,0,Year,N,N,VA,23225,CERTIFIED
28,9,2016,4,10,2016,H1B,XTGLOBAL INC,TX,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,85197,Year,Other,2016,OFLC ONLINE DATA CENTER,85197,0,Year,Y,N,TX,75019,CERTIFIED
28,9,2016,4,10,2016,H1B,YAHOO INC,CA,UNITED STATES OF AMERICA,FINANCE,518112,1,Y,120662,Year,Other,2016,RADFORD GLOBAL SURVEY,120662,191400,Year,N,N,CA,94089,CERTIFIED
28,9,2016,4,10,2016,H1B,YAHOO INC,CA,UNITED STATES OF AMERICA,FINANCE,518112,1,Y,120099,Year,OES,2016,OFLC ONLINE DATA CENTER,120099,184100,Year,N,N,CA,94089,CERTIFIED
28,9,2016,4,10,2016,H1B,YALTECH CONSULTING INC,TX,UNITED STATES OF AMERICA,FINANCE,541511,1,Y,84864,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,N,N,NY,10017,CERTIFIED
28,9,2016,4,10,2016,H1B,YANTRIKS LLC,MA,UNITED STATES OF AMERICA,SCIENTIST,541519,1,Y,102294,Year,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,CA,92127,CERTIFIED
28,9,2016,4,10,2016,H1B,YASH and LUJAN CONSULTING INC,TX,UNITED STATES OF AMERICA,SCIENTIST,541512,1,Y,88421,Year,Other,2016,OFLC ONLINE DATA CENTER,90000,0,Year,Y,N,FL,33619,CERTIFIED
28,9,2016,4,10,2016,H1B,YASH and LUJAN CONSULTING INC,TX,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,541512,1,Y,76274,Year,Other,2016,OFLC ONLINE DATA CENTER,77000,0,Year,Y,N,TX,78704,CERTIFIED
28,9,2016,4,10,2016,H1B,YASH and LUJAN CONSULTING INC,TX,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,541512,1,Y,64002,Year,Other,2016,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,PA,18034,CERTIFIED
28,9,2016,4,10,2016,H1B,YASH and LUJAN CONSULTING INC,TX,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,541512,1,Y,88421,Year,Other,2016,OFLC ONLINE DATA CENTER,90000,0,Year,Y,N,FL,33619,CERTIFIED
28,9,2016,4,10,2016,H1B,YASH TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,541512,1,Y,66186,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,Y,N,MO,63146,CERTIFIED
28,9,2016,4,10,2016,H1B,YOEL R VIVAS MD PA,FL,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,621111,1,Y,76710,Year,OES,2016,OFLC ONLINE DATA CENTER,350000,0,Year,N,N,FL,33484,CERTIFIED
28,9,2016,4,10,2016,H1B,YOKOGAWA CORPORATION OF AMERICA,TX,UNITED STATES OF AMERICA,DOCTORS,423610,1,Y,95379,Year,Other,2016,DIETRICH ENGINEERING SALARY SURVEY,102245,0,Year,N,N,TX,77478,CERTIFIED
28,9,2016,4,10,2016,H1B,YOKOGAWA CORPORATION OF AMERICA,TX,UNITED STATES OF AMERICA,SOCIAL WORKERS,423610,1,Y,120635,Year,Other,2016,DIETRICH ENGINEERING SALARY SURVEY,129023.71,0,Year,N,N,TX,77478,CERTIFIED
28,9,2016,4,10,2016,H1B,YOKOGAWA CORPORATION OF AMERICA,TX,UNITED STATES OF AMERICA,HUMAN RESOURCES,423610,1,Y,95379,Year,Other,2016,DIETRICH ENGINEERING SALARY SURVEY,95506,0,Year,N,N,TX,77478,CERTIFIED
28,9,2016,4,10,2016,H1B,Z3 TECHNOLOGIES INC,WI,UNITED STATES OF AMERICA,HUMAN RESOURCES,541511,1,Y,74006,Year,Other,2016,OFLC ONLINE DATA CENTER,75000,88000,Year,Y,N,IL,60067,CERTIFIED
28,9,2016,4,10,2016,H1B,Z3 TECHNOLOGIES INC,WI,UNITED STATES OF AMERICA,HUMAN RESOURCES,541511,1,Y,58282,Year,Other,2016,OFLC ONLINE DATA CENTER,64000,82000,Year,Y,N,NC,28202,CERTIFIED
28,9,2016,4,10,2016,H1B,ZENREACH INC,CA,UNITED STATES OF AMERICA,HUMAN RESOURCES,541511,1,Y,113381,Year,OES,2016,OFLC ONLINE DATA CENTER,140000,0,Year,N,N,CA,94129,CERTIFIED
28,9,2016,4,10,2016,H1B,ZENSA LLC,WA,UNITED STATES OF AMERICA,INTERNIST,541511,1,Y,152880,Year,OES,2016,OFLC ONLINE DATA CENTER,158000,158000,Year,N,N,CA,94043,CERTIFIED
